jml_anggota_keluarga,luas_lantai,lantai,jumlah_kamar,sumber_air_minum,daya,bb_masak,kloset,buang_tinja,kondisi_atap,ada_sepeda,aset_tak_bergerak,id_partisipasi_sekolah,sta_art_usaha,kondisi_dinding,sta_bangunan,sta_lahan,fas_bab,ada_motor,ada_lemari_es,Cluster
3.0,67.0,6.0,2.0,6.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,70.0,6.0,2.0,7.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,70.0,6.0,2.0,7.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,42.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,80.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,100.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,100.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,100.0,2.0,2.0,6.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,60.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,60.0,2.0,2.0,6.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,100.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,64.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak/belum pernah sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,64.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,60.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,60.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
1.0,80.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak/belum pernah sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,1
4.0,100.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
5.0,90.0,4.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,54.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
4.0,54.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
2.0,63.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
4.0,42.0,4.0,3.0,6.0,6.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
4.0,42.0,4.0,3.0,6.0,6.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
5.0,30.0,2.0,2.0,6.0,6.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
5.0,30.0,2.0,2.0,6.0,6.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
3.0,42.0,4.0,2.0,8.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
4.0,63.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
1.0,60.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
3.0,90.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Ya,1
1.0,90.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,1
2.0,42.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
1.0,60.0,4.0,2.0,6.0,6.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,1
1.0,54.0,2.0,2.0,7.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Ya,Tidak,1
2.0,42.0,4.0,2.0,6.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
1.0,63.0,4.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,1
3.0,54.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
3.0,54.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
4.0,63.0,2.0,2.0,6.0,6.0,8.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,0
3.0,63.0,4.0,2.0,6.0,2.0,4.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,63.0,4.0,2.0,6.0,2.0,4.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,74.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Ya,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,36.0,6.0,2.0,7.0,1.0,3.0,1.0,1.0,Jelek,Ya,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Bersama,Tidak,Tidak,3
1.0,21.0,6.0,1.0,7.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,1
2.0,36.0,6.0,2.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
2.0,36.0,6.0,2.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Bersama,Ya,Tidak,3
2.0,30.0,6.0,1.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,3
4.0,42.0,6.0,2.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,3
5.0,25.0,6.0,1.0,7.0,1.0,3.0,1.0,1.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Ya,Tidak,1
3.0,60.0,6.0,3.0,6.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,60.0,6.0,3.0,6.0,2.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,72.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,72.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,72.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
3.0,58.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,58.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
1.0,54.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Ya,1
3.0,54.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,54.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,42.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Bersama,Tidak,Ya,1
4.0,56.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,56.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,72.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,42.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
4.0,42.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,42.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,48.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,48.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
5.0,90.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
5.0,90.0,2.0,3.0,6.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,70.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Bersama,Tidak,Ya,1
4.0,42.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Ya,Tidak,1
3.0,60.0,2.0,3.0,7.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,60.0,2.0,3.0,7.0,2.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,48.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,48.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,150.0,4.0,2.0,6.0,1.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Tidak,1
1.0,45.0,4.0,2.0,6.0,1.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
1.0,120.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
3.0,75.0,4.0,1.0,6.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,75.0,4.0,1.0,6.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,63.0,2.0,2.0,6.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,63.0,2.0,2.0,6.0,2.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,84.0,6.0,2.0,6.0,2.0,3.0,1.0,3.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
3.0,84.0,6.0,2.0,6.0,2.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,85.0,2.0,1.0,6.0,1.0,3.0,1.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
2.0,45.0,2.0,1.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,42.0,6.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,42.0,6.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
4.0,143.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,143.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,150.0,2.0,3.0,6.0,2.0,3.0,1.0,3.0,Bagus,Tidak,Ya,Masih sekolah,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,150.0,2.0,3.0,6.0,2.0,3.0,1.0,3.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
2.0,150.0,4.0,2.0,6.0,1.0,3.0,1.0,3.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,150.0,4.0,2.0,6.0,1.0,3.0,1.0,3.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,120.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,120.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,80.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,70.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Bagus,Tidak,Tidak,Tidak/belum pernah sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,70.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Bagus,Tidak,Tidak,Masih sekolah,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,70.0,2.0,3.0,6.0,1.0,3.0,1.0,3.0,Bagus,Tidak,Tidak,Tidak bersekolah lagi,Tidak,Bagus,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,36.0,6.0,1.0,9.0,1.0,3.0,1.0,2.0,Bagus,Tidak,Ya,Tidak bersekolah lagi,Tidak,Bagus,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
1.0,9.0,2.0,1.0,6.0,1.0,3.0,1.0,1.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Bersama,Tidak,Tidak,1
4.0,72.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
4.0,72.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
3.0,64.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,54.0,9.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
2.0,54.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,72.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,72.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,72.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,42.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
3.0,42.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
1.0,40.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
1.0,12.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
1.0,64.0,4.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
2.0,35.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
2.0,30.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
3.0,35.0,4.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
3.0,35.0,4.0,2.0,6.0,1.0,3.0,1.0,2.0,Bagus,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Ya,1
1.0,72.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak/belum pernah sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Ya,Ya,1
4.0,62.0,10.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,3
5.0,35.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
5.0,35.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
2.0,52.0,2.0,2.0,6.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
4.0,48.0,2.0,2.0,6.0,6.0,3.0,3.0,3.0,Jelek,Tidak,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
4.0,48.0,2.0,2.0,6.0,6.0,3.0,3.0,3.0,Jelek,Tidak,Ya,Tidak bersekolah lagi,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Tidak,1
4.0,150.0,4.0,1.0,6.0,2.0,3.0,3.0,3.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,150.0,4.0,1.0,6.0,2.0,3.0,3.0,3.0,Jelek,Ya,Ya,Tidak bersekolah lagi,Tidak,Jelek,Bukan miliki sendiri,Bukan miliki sendiri,Pribadi,Tidak,Tidak,1
4.0,100.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,Jelek,Ya,Ya,Masih sekolah,Tidak,Jelek,Milik sendiri,Milik sendiri,Pribadi,Tidak,Ya,1
